ID,Species,TotalLength,Weight
19,Lates stappersii,51,0.8
19,Lates stappersii,79,3.01
19,Lates stappersii,78,3.14
19,Lates stappersii,52,0.86
19,Lates stappersii,52,0.78
19,Lates stappersii,55,0.97
19,Lates stappersii,64,1.63
19,Lates stappersii,60,1.3
19,Stolothrissa tanganicae,52,0.68
19,Stolothrissa tanganicae,44,0.4
19,Stolothrissa tanganicae,50,0.64
19,Stolothrissa tanganicae,50,0.67
19,Stolothrissa tanganicae,48,0.59
19,Stolothrissa tanganicae,46,0.47
19,Stolothrissa tanganicae,49,0.65
19,Stolothrissa tanganicae,49,0.61
19,Stolothrissa tanganicae,37,0.23
19,Stolothrissa tanganicae,40,0.31
19,Stolothrissa tanganicae,45,0.47
19,Stolothrissa tanganicae,46,0.49
19,Stolothrissa tanganicae,43,0.38
19,Stolothrissa tanganicae,41,0.34
19,Stolothrissa tanganicae,44,0.42
19,Stolothrissa tanganicae,49,0.63
19,Stolothrissa tanganicae,37,0.3
19,Stolothrissa tanganicae,44,0.45
19,Stolothrissa tanganicae,49,0.65
19,Stolothrissa tanganicae,50,0.75
19,Stolothrissa tanganicae,42,0.33
19,Stolothrissa tanganicae,49,0.59
19,Stolothrissa tanganicae,45,0.49
19,Stolothrissa tanganicae,45,0.52
19,Stolothrissa tanganicae,46,0.55
19,Stolothrissa tanganicae,45,0.45
19,Stolothrissa tanganicae,44,0.39
19,Stolothrissa tanganicae,38,0.26
19,Stolothrissa tanganicae,45,0.5
19,Stolothrissa tanganicae,40,0.31
19,Stolothrissa tanganicae,49,0.55
19,Stolothrissa tanganicae,44,0.47
19,Stolothrissa tanganicae,46,0.46
19,Stolothrissa tanganicae,47,0.48
19,Stolothrissa tanganicae,48,0.67
19,Stolothrissa tanganicae,41,0.33
19,Stolothrissa tanganicae,39,0.32
19,Stolothrissa tanganicae,45,0.46
19,Stolothrissa tanganicae,41,0.34
19,Stolothrissa tanganicae,56,1.01
19,Stolothrissa tanganicae,40,0.32
19,Stolothrissa tanganicae,49,0.63
19,Stolothrissa tanganicae,42,0.36
19,Stolothrissa tanganicae,48,0.57
19,Stolothrissa tanganicae,47,0.64
19,Stolothrissa tanganicae,46,0.48
19,Stolothrissa tanganicae,46,0.5
19,Stolothrissa tanganicae,44,0.45
19,Stolothrissa tanganicae,47,0.49
19,Stolothrissa tanganicae,49,0.66
20,Lates stappersii,53,0.78
20,Lates stappersii,63,1.47
20,Lates stappersii,45,0.48
20,Stolothrissa tanganicae,79,3.25
20,Stolothrissa tanganicae,62,1.31
20,Stolothrissa tanganicae,48,0.66
20,Stolothrissa tanganicae,47,0.53
20,Stolothrissa tanganicae,50,0.76
20,Stolothrissa tanganicae,64,1.5
20,Stolothrissa tanganicae,55,1.05
20,Stolothrissa tanganicae,47,0.5
20,Stolothrissa tanganicae,52,0.8
20,Stolothrissa tanganicae,48,0.6
20,Stolothrissa tanganicae,53,0.9
20,Stolothrissa tanganicae,55,0.96
20,Stolothrissa tanganicae,49,0.69
20,Stolothrissa tanganicae,45,0.48
20,Stolothrissa tanganicae,42,0.37
20,Stolothrissa tanganicae,47,0.6
20,Stolothrissa tanganicae,62,1.42
20,Stolothrissa tanganicae,51,0.72
20,Stolothrissa tanganicae,42,0.4
20,Stolothrissa tanganicae,41,0.38
20,Stolothrissa tanganicae,49,0.68
20,Stolothrissa tanganicae,50,0.74
20,Stolothrissa tanganicae,55,1.01
20,Stolothrissa tanganicae,36,0.23
20,Stolothrissa tanganicae,43,0.41
20,Stolothrissa tanganicae,63,1.43
20,Stolothrissa tanganicae,58,1.2
20,Stolothrissa tanganicae,61,1.28
20,Stolothrissa tanganicae,39,0.31
20,Stolothrissa tanganicae,47,0.57
20,Stolothrissa tanganicae,46,0.48
20,Stolothrissa tanganicae,41,0.34
20,Stolothrissa tanganicae,46,0.56
20,Stolothrissa tanganicae,49,0.65
20,Stolothrissa tanganicae,47,0.59
20,Stolothrissa tanganicae,53,0.93
20,Stolothrissa tanganicae,53,0.95
20,Stolothrissa tanganicae,42,0.39
20,Stolothrissa tanganicae,52,0.74
20,Stolothrissa tanganicae,45,0.49
20,Stolothrissa tanganicae,54,0.91
20,Stolothrissa tanganicae,57,1.09
20,Stolothrissa tanganicae,60,1.35
20,Stolothrissa tanganicae,53,0.76
20,Stolothrissa tanganicae,45,0.43
20,Stolothrissa tanganicae,49,0.65
20,Stolothrissa tanganicae,46,0.5
20,Stolothrissa tanganicae,55,0.97
20,Stolothrissa tanganicae,35,0.18
20,Stolothrissa tanganicae,37,0.21
22,Lamprichthys tanganicanus,36,0.16
22,Limnothrissa miodon,37,0.28
22,Limnothrissa miodon,32,0.2
22,Limnothrissa miodon,35,0.22
22,Limnothrissa miodon,42,0.39
22,Limnothrissa miodon,35,0.24
22,Limnothrissa miodon,43,0.48
22,Limnothrissa miodon,37,0.28
22,Limnothrissa miodon,33,0.22
22,Limnothrissa miodon,36,0.31
22,Limnothrissa miodon,39,0.36
22,Limnothrissa miodon,36,0.28
22,Limnothrissa miodon,36,0.28
22,Limnothrissa miodon,23,0.07
22,Limnothrissa miodon,33,0.22
22,Limnothrissa miodon,33,0.22
22,Limnothrissa miodon,43,0.47
22,Limnothrissa miodon,29,0.16
22,Limnothrissa miodon,25,0.11
22,Limnothrissa miodon,35,0.29
22,Limnothrissa miodon,21,0.13
22,Limnothrissa miodon,36,0.25
22,Limnothrissa miodon,32,0.2
22,Limnothrissa miodon,34,0.23
22,Limnothrissa miodon,31,0.16
22,Limnothrissa miodon,22,0.04
22,Limnothrissa miodon,39,0.33
22,Limnothrissa miodon,36,0.26
22,Limnothrissa miodon,37,0.28
22,Limnothrissa miodon,22,0.04
22,Limnothrissa miodon,34,0.22
22,Limnothrissa miodon,37,0.29
22,Limnothrissa miodon,43,0.43
22,Limnothrissa miodon,34,0.22
22,Limnothrissa miodon,31,0.16
22,Limnothrissa miodon,24,0.04
22,Limnothrissa miodon,43,0.47
22,Limnothrissa miodon,35,0.24
22,Limnothrissa miodon,35,0.24
22,Limnothrissa miodon,38,0.31
22,Limnothrissa miodon,33,0.19
22,Limnothrissa miodon,34,0.24
22,Limnothrissa miodon,28,0.11
22,Limnothrissa miodon,28,0.11
22,Limnothrissa miodon,35,0.22
22,Limnothrissa miodon,36,0.24
22,Limnothrissa miodon,24,0.04
22,Limnothrissa miodon,32,0.15
22,Limnothrissa miodon,35,0.23
22,Limnothrissa miodon,21,0.02
22,Limnothrissa miodon,36,0.23
23,Lates stappersii,54,0.83
23,Lates stappersii,58,0.95
23,Lates stappersii,50,0.63
23,Lates stappersii,43,0.38
23,Lates stappersii,61,1.32
23,Lates stappersii,54,0.84
23,Lates stappersii,57,1.08
23,Lates stappersii,61,1.28
23,Lates stappersii,44,0.43
23,Lates stappersii,65,1.68
23,Lates stappersii,57,1.08
23,Lates stappersii,55,0.86
23,Lates stappersii,45,0.49
23,Lates stappersii,57,1
23,Lates stappersii,47,0.5
23,Stolothrissa tanganicae,73,2.33
23,Stolothrissa tanganicae,74,2.63
23,Stolothrissa tanganicae,59,1.2
23,Stolothrissa tanganicae,57,1.04
23,Stolothrissa tanganicae,58,1.25
23,Stolothrissa tanganicae,77,2.76
23,Stolothrissa tanganicae,57,1.22
23,Stolothrissa tanganicae,87,4.08
23,Stolothrissa tanganicae,53,0.74
23,Stolothrissa tanganicae,60,1.19
23,Stolothrissa tanganicae,50,0.7
23,Stolothrissa tanganicae,56,1.03
23,Stolothrissa tanganicae,47,0.59
23,Stolothrissa tanganicae,46,0.5
23,Stolothrissa tanganicae,56,0.88
23,Stolothrissa tanganicae,51,0.7
23,Stolothrissa tanganicae,53,0.86
23,Stolothrissa tanganicae,72,2.44
23,Stolothrissa tanganicae,47,0.55
23,Stolothrissa tanganicae,52,0.79
23,Stolothrissa tanganicae,42,0.36
23,Stolothrissa tanganicae,47,0.52
23,Stolothrissa tanganicae,54,0.85
23,Stolothrissa tanganicae,54,0.8
23,Stolothrissa tanganicae,70,2.13
23,Stolothrissa tanganicae,50,0.63
23,Stolothrissa tanganicae,44,0.44
23,Stolothrissa tanganicae,60,1.21
23,Stolothrissa tanganicae,54,0.85
23,Stolothrissa tanganicae,38,0.3
23,Stolothrissa tanganicae,39,0.28
23,Stolothrissa tanganicae,51,0.63
23,Stolothrissa tanganicae,48,0.64
23,Stolothrissa tanganicae,83,3.65
23,Stolothrissa tanganicae,52,0.83
23,Stolothrissa tanganicae,51,0.8
23,Stolothrissa tanganicae,44,0.42
23,Stolothrissa tanganicae,73,2.45
23,Stolothrissa tanganicae,45,0.43
23,Stolothrissa tanganicae,52,0.77
23,Stolothrissa tanganicae,49,0.68
23,Stolothrissa tanganicae,52,0.77
23,Stolothrissa tanganicae,78,3.02
23,Stolothrissa tanganicae,74,2.54
23,Stolothrissa tanganicae,44,0.44
23,Stolothrissa tanganicae,43,0.41
23,Stolothrissa tanganicae,50,0.59
23,Stolothrissa tanganicae,48,0.59
23,Stolothrissa tanganicae,73,2.35
23,Stolothrissa tanganicae,49,0.61
24,Stolothrissa tanganicae,52,0.81
24,Stolothrissa tanganicae,57,0.99
24,Stolothrissa tanganicae,50,0.64
24,Stolothrissa tanganicae,47,0.47
24,Stolothrissa tanganicae,47,0.53
24,Stolothrissa tanganicae,49,0.75
24,Stolothrissa tanganicae,48,0.63
24,Stolothrissa tanganicae,52,0.86
24,Stolothrissa tanganicae,56,1.1
24,Stolothrissa tanganicae,47,0.55
24,Stolothrissa tanganicae,47,0.54
24,Stolothrissa tanganicae,45,0.46
24,Stolothrissa tanganicae,56,1.02
24,Stolothrissa tanganicae,52,0.8
24,Stolothrissa tanganicae,57,1.04
24,Stolothrissa tanganicae,58,1.3
24,Stolothrissa tanganicae,51,0.79
24,Stolothrissa tanganicae,53,0.96
24,Stolothrissa tanganicae,50,0.72
24,Stolothrissa tanganicae,47,0.64
24,Stolothrissa tanganicae,56,1.03
24,Stolothrissa tanganicae,51,0.62
24,Stolothrissa tanganicae,34,0.21
24,Stolothrissa tanganicae,60,1.27
24,Stolothrissa tanganicae,56,1.09
24,Stolothrissa tanganicae,50,0.67
24,Stolothrissa tanganicae,44,0.47
24,Stolothrissa tanganicae,47,0.6
24,Stolothrissa tanganicae,44,0.43
24,Stolothrissa tanganicae,50,0.75
24,Stolothrissa tanganicae,52,0.82
24,Stolothrissa tanganicae,46,0.48
24,Stolothrissa tanganicae,50,0.76
24,Stolothrissa tanganicae,49,0.63
24,Stolothrissa tanganicae,46,0.53
24,Stolothrissa tanganicae,46,0.49
24,Stolothrissa tanganicae,45,0.52
24,Stolothrissa tanganicae,59,1.37
24,Stolothrissa tanganicae,59,1.27
24,Stolothrissa tanganicae,45,0.52
24,Stolothrissa tanganicae,50,0.63
24,Stolothrissa tanganicae,49,0.66
24,Stolothrissa tanganicae,49,0.64
24,Stolothrissa tanganicae,55,1.07
24,Stolothrissa tanganicae,46,0.57
24,Stolothrissa tanganicae,51,0.8
24,Stolothrissa tanganicae,50,0.73
24,Stolothrissa tanganicae,48,0.6
24,Stolothrissa tanganicae,54,0.9
24,Stolothrissa tanganicae,58,1.15
25,Limnothrissa miodon,160,31.81
25,Limnothrissa miodon,138,22.94
25,Limnothrissa miodon,139,23.49
25,Lates stappersii,122,10.63
25,Lates stappersii,128,13.2
25,Lates stappersii,131,14.04
25,Lates stappersii,132,17.3
25,Lates stappersii,126,13.22
25,Lates stappersii,130,14.66
25,Lates stappersii,131,15.41
25,Lates stappersii,127,13.48
25,Lates stappersii,132,15.91
25,Lates stappersii,125,12.7
25,Lates stappersii,126,12.25
25,Lates stappersii,87,4.18
25,Lates stappersii,132,14.02
25,Lates stappersii,117,10.51
25,Lates stappersii,133,15.94
25,Lates stappersii,132,15.31
25,Lates stappersii,133,15.18
25,Lates stappersii,133,16.05
25,Lates stappersii,135,16.13
25,Lates stappersii,139,17.36
25,Lates stappersii,129,13.28
27,Lates stappersii,91,4.85
27,Lates stappersii,68,1.87
27,Stolothrissa tanganicae,54,0.92
27,Stolothrissa tanganicae,55,0.84
27,Stolothrissa tanganicae,61,1.33
27,Stolothrissa tanganicae,41,0.36
27,Stolothrissa tanganicae,53,0.75
27,Stolothrissa tanganicae,52,0.77
27,Stolothrissa tanganicae,53,0.76
27,Stolothrissa tanganicae,62,1.31
27,Stolothrissa tanganicae,57,0.99
27,Stolothrissa tanganicae,54,0.91
27,Stolothrissa tanganicae,52,0.68
27,Stolothrissa tanganicae,41,0.38
27,Stolothrissa tanganicae,48,0.66
27,Stolothrissa tanganicae,52,0.81
27,Stolothrissa tanganicae,43,0.4
27,Stolothrissa tanganicae,68,1.15
27,Stolothrissa tanganicae,45,0.53
27,Stolothrissa tanganicae,35,0.23
27,Stolothrissa tanganicae,45,0.44
27,Stolothrissa tanganicae,52,0.66
27,Stolothrissa tanganicae,41,0.41
27,Stolothrissa tanganicae,45,0.43
27,Stolothrissa tanganicae,54,0.89
27,Stolothrissa tanganicae,47,0.51
27,Stolothrissa tanganicae,54,0.94
27,Stolothrissa tanganicae,55,0.92
27,Stolothrissa tanganicae,57,1.01
27,Stolothrissa tanganicae,32,0.19
27,Stolothrissa tanganicae,45,0.49
27,Stolothrissa tanganicae,53,0.81
27,Stolothrissa tanganicae,61,1.29
27,Stolothrissa tanganicae,53,0.79
27,Stolothrissa tanganicae,52,0.8
27,Stolothrissa tanganicae,44,0.44
27,Stolothrissa tanganicae,46,0.47
27,Stolothrissa tanganicae,46,0.51
27,Stolothrissa tanganicae,53,0.85
27,Stolothrissa tanganicae,49,0.63
27,Stolothrissa tanganicae,51,0.67
27,Stolothrissa tanganicae,53,0.76
27,Stolothrissa tanganicae,45,0.46
27,Stolothrissa tanganicae,39,0.3
27,Stolothrissa tanganicae,53,0.73
27,Stolothrissa tanganicae,49,0.63
27,Stolothrissa tanganicae,49,0.58
27,Stolothrissa tanganicae,51,0.74
27,Stolothrissa tanganicae,46,0.48
27,Stolothrissa tanganicae,43,0.37
27,Stolothrissa tanganicae,54,0.95
27,Stolothrissa tanganicae,48,0.61
29,Lates stappersii,53,0.61
29,Lates stappersii,29,0.12
29,Stolothrissa tanganicae,77,2.85
29,Stolothrissa tanganicae,50,0.6
29,Stolothrissa tanganicae,35,0.21
29,Stolothrissa tanganicae,58,1.14
29,Stolothrissa tanganicae,42,0.37
29,Stolothrissa tanganicae,53,0.8
29,Stolothrissa tanganicae,38,0.27
29,Stolothrissa tanganicae,42,0.33
29,Stolothrissa tanganicae,40,0.32
29,Stolothrissa tanganicae,52,0.72
29,Stolothrissa tanganicae,42,0.32
29,Stolothrissa tanganicae,28,0.9
29,Stolothrissa tanganicae,41,0.34
29,Stolothrissa tanganicae,54,0.87
29,Stolothrissa tanganicae,52,0.71
29,Stolothrissa tanganicae,56,0.84
29,Stolothrissa tanganicae,47,0.56
29,Stolothrissa tanganicae,45,0.44
29,Stolothrissa tanganicae,41,0.3
29,Stolothrissa tanganicae,43,0.42
29,Stolothrissa tanganicae,51,0.69
29,Stolothrissa tanganicae,42,0.4
29,Stolothrissa tanganicae,46,0.44
29,Stolothrissa tanganicae,43,0.37
29,Stolothrissa tanganicae,40,0.29
29,Stolothrissa tanganicae,48,0.57
29,Stolothrissa tanganicae,47,0.53
29,Stolothrissa tanganicae,47,0.51
29,Stolothrissa tanganicae,39,0.28
29,Stolothrissa tanganicae,47,0.53
29,Stolothrissa tanganicae,60,1.22
29,Stolothrissa tanganicae,49,0.5
29,Stolothrissa tanganicae,43,0.37
29,Stolothrissa tanganicae,59,1.12
29,Stolothrissa tanganicae,40,0.32
29,Stolothrissa tanganicae,47,0.5
29,Stolothrissa tanganicae,43,0.39
29,Stolothrissa tanganicae,39,0.3
29,Stolothrissa tanganicae,42,0.36
29,Stolothrissa tanganicae,45,0.47
29,Stolothrissa tanganicae,41,0.36
29,Stolothrissa tanganicae,41,0.37
29,Stolothrissa tanganicae,54,0.81
29,Stolothrissa tanganicae,57,0.93
29,Stolothrissa tanganicae,42,0.38
29,Stolothrissa tanganicae,44,0.4
29,Stolothrissa tanganicae,40,0.3
29,Stolothrissa tanganicae,47,0.5
29,Stolothrissa tanganicae,40,0.32
29,Stolothrissa tanganicae,49,0.55
29,Stolothrissa tanganicae,46,0.51
29,Stolothrissa tanganicae,43,0.39
30,Limnothrissa miodon,122,13.91
30,Limnothrissa miodon,103,8.54
30,Limnothrissa miodon,122,13.84
30,Limnothrissa miodon,82,3.71
30,Limnothrissa miodon,94,6.39
30,Limnothrissa miodon,63,1.67
30,Limnothrissa miodon,80,3.58
30,Limnothrissa miodon,101,7.53
30,Limnothrissa miodon,82,3.79
30,Limnothrissa miodon,91,7.05
30,Limnothrissa miodon,84,4.27
30,Limnothrissa miodon,82,3.94
30,Limnothrissa miodon,83,4.32
30,Limnothrissa miodon,82,4.76
30,Limnothrissa miodon,77,3.25
30,Stolothrissa tanganicae,80,3.05
30,Stolothrissa tanganicae,73,2.39
30,Stolothrissa tanganicae,79,2.68
30,Stolothrissa tanganicae,75,2.72
30,Stolothrissa tanganicae,76,2.82
30,Stolothrissa tanganicae,78,2.79
30,Stolothrissa tanganicae,57,1.1
30,Stolothrissa tanganicae,53,0.82
30,Stolothrissa tanganicae,53,0.82
30,Stolothrissa tanganicae,46,0.53
30,Stolothrissa tanganicae,59,1.11
30,Stolothrissa tanganicae,52,0.75
30,Stolothrissa tanganicae,58,1.11
30,Stolothrissa tanganicae,55,0.9
30,Stolothrissa tanganicae,50,0.64
30,Stolothrissa tanganicae,75,2.43
30,Stolothrissa tanganicae,50,0.68
30,Stolothrissa tanganicae,57,1.02
30,Stolothrissa tanganicae,54,0.78
30,Stolothrissa tanganicae,57,1.03
30,Stolothrissa tanganicae,54,0.8
30,Stolothrissa tanganicae,41,0.35
30,Stolothrissa tanganicae,88,4.5
30,Stolothrissa tanganicae,74,2.21
30,Stolothrissa tanganicae,60,1.13
30,Stolothrissa tanganicae,55,0.93
30,Stolothrissa tanganicae,54,0.79
30,Stolothrissa tanganicae,79,2.88
30,Stolothrissa tanganicae,83,3.78
30,Stolothrissa tanganicae,78,2.98
30,Stolothrissa tanganicae,52,0.79
30,Stolothrissa tanganicae,57,0.94
30,Stolothrissa tanganicae,53,0.82
30,Stolothrissa tanganicae,56,0.97
30,Stolothrissa tanganicae,74,2.4
30,Stolothrissa tanganicae,54,0.88
30,Stolothrissa tanganicae,52,0.8
30,Stolothrissa tanganicae,56,0.95
30,Stolothrissa tanganicae,64,1.54
30,Stolothrissa tanganicae,60,1.3
30,Stolothrissa tanganicae,53,0.82
30,Stolothrissa tanganicae,54,0.9
30,Stolothrissa tanganicae,52,0.75
30,Stolothrissa tanganicae,73,2.19
30,Stolothrissa tanganicae,72,2.18
30,Stolothrissa tanganicae,62,1.34
30,Stolothrissa tanganicae,55,0.88
30,Stolothrissa tanganicae,57,1.03
30,Stolothrissa tanganicae,78,2.71
30,Stolothrissa tanganicae,66,1.62
31,Stolothrissa tanganicae,71,2.05
31,Stolothrissa tanganicae,54,0.77
31,Stolothrissa tanganicae,46,0.4
31,Stolothrissa tanganicae,70,1.81
31,Stolothrissa tanganicae,49,0.51
31,Stolothrissa tanganicae,43,0.31
31,Stolothrissa tanganicae,50,0.53
31,Stolothrissa tanganicae,53,0.65
31,Stolothrissa tanganicae,50,0.61
31,Stolothrissa tanganicae,45,0.36
31,Stolothrissa tanganicae,45,0.38
31,Stolothrissa tanganicae,56,0.83
31,Stolothrissa tanganicae,48,0.53
31,Stolothrissa tanganicae,83,3.42
31,Stolothrissa tanganicae,46,0.5
31,Stolothrissa tanganicae,46,0.49
31,Stolothrissa tanganicae,47,0.49
31,Stolothrissa tanganicae,48,0.52
31,Stolothrissa tanganicae,70,2
31,Stolothrissa tanganicae,52,0.7
31,Stolothrissa tanganicae,52,0.59
31,Stolothrissa tanganicae,54,0.81
31,Stolothrissa tanganicae,53,0.68
31,Stolothrissa tanganicae,51,0.68
31,Stolothrissa tanganicae,52,0.63
31,Stolothrissa tanganicae,55,0.85
31,Stolothrissa tanganicae,53,0.76
31,Stolothrissa tanganicae,51,0.61
31,Stolothrissa tanganicae,41,0.33
31,Stolothrissa tanganicae,59,1.17
31,Stolothrissa tanganicae,63,1.44
31,Stolothrissa tanganicae,57,0.98
31,Stolothrissa tanganicae,51,0.68
31,Stolothrissa tanganicae,55,0.75
31,Stolothrissa tanganicae,49,0.55
31,Stolothrissa tanganicae,49,0.54
31,Stolothrissa tanganicae,50,0.68
31,Stolothrissa tanganicae,56,0.92
31,Stolothrissa tanganicae,53,0.75
31,Stolothrissa tanganicae,51,0.64
31,Stolothrissa tanganicae,43,0.31
31,Stolothrissa tanganicae,53,0.68
31,Stolothrissa tanganicae,51,0.67
31,Stolothrissa tanganicae,42,0.34
31,Stolothrissa tanganicae,48,0.49
31,Stolothrissa tanganicae,46,0.42
31,Stolothrissa tanganicae,43,0.36
31,Stolothrissa tanganicae,56,0.89
31,Stolothrissa tanganicae,47,0.42
31,Stolothrissa tanganicae,55,0.82
32,Limnothrissa miodon,124,14.56
32,Limnothrissa miodon,45,0.5
32,Limnothrissa miodon,46,0.61
32,Limnothrissa miodon,46,0.64
32,Limnothrissa miodon,44,0.52
32,Stolothrissa tanganicae,46,0.5
32,Stolothrissa tanganicae,45,0.51
32,Stolothrissa tanganicae,60,1.17
32,Stolothrissa tanganicae,46,0.53
32,Stolothrissa tanganicae,54,0.81
32,Stolothrissa tanganicae,46,0.66
32,Stolothrissa tanganicae,48,0.63
32,Stolothrissa tanganicae,46,0.51
32,Stolothrissa tanganicae,46,0.57
32,Stolothrissa tanganicae,46,0.57
32,Stolothrissa tanganicae,35,0.22
32,Stolothrissa tanganicae,42,0.36
32,Stolothrissa tanganicae,53,0.69
32,Stolothrissa tanganicae,42,0.41
32,Stolothrissa tanganicae,43,0.41
32,Stolothrissa tanganicae,33,0.17
32,Stolothrissa tanganicae,39,0.3
32,Stolothrissa tanganicae,48,0.61
32,Stolothrissa tanganicae,39,0.33
32,Stolothrissa tanganicae,47,0.58
32,Stolothrissa tanganicae,55,0.94
32,Stolothrissa tanganicae,46,0.49
32,Stolothrissa tanganicae,48,0.62
32,Stolothrissa tanganicae,34,0.2
32,Stolothrissa tanganicae,38,0.26
32,Stolothrissa tanganicae,47,0.55
32,Stolothrissa tanganicae,38,0.27
32,Stolothrissa tanganicae,45,0.46
32,Stolothrissa tanganicae,40,0.31
32,Stolothrissa tanganicae,30,0.11
32,Stolothrissa tanganicae,50,0.64
32,Stolothrissa tanganicae,46,0.53
32,Stolothrissa tanganicae,52,0.7
32,Stolothrissa tanganicae,50,0.64
32,Stolothrissa tanganicae,50,0.72
32,Stolothrissa tanganicae,47,0.63
32,Stolothrissa tanganicae,51,0.74
32,Stolothrissa tanganicae,47,0.55
32,Stolothrissa tanganicae,53,0.88
32,Stolothrissa tanganicae,53,0.91
32,Stolothrissa tanganicae,49,0.63
32,Stolothrissa tanganicae,35,0.26
32,Stolothrissa tanganicae,37,0.27
32,Stolothrissa tanganicae,47,0.54
32,Stolothrissa tanganicae,38,0.3
32,Stolothrissa tanganicae,39,0.3
32,Stolothrissa tanganicae,47,0.71
32,Stolothrissa tanganicae,45,0.44
32,Stolothrissa tanganicae,40,0.37
32,Stolothrissa tanganicae,50,0.67
33,Lamprichthys tanganicanus,38.31,0.31
33,Lamprichthys tanganicanus,27,0.09
33,Limnothrissa miodon,25,0.6
33,Limnothrissa miodon,34,0.22
33,Limnothrissa miodon,35,0.25
33,Limnothrissa miodon,37,0.3
33,Limnothrissa miodon,34,0.23
33,Limnothrissa miodon,46,0.57
33,Limnothrissa miodon,31,0.16
33,Limnothrissa miodon,37,0.24
33,Limnothrissa miodon,30,0.13
33,Limnothrissa miodon,22,0.14
33,Limnothrissa miodon,33,0.2
33,Limnothrissa miodon,32,0.15
33,Limnothrissa miodon,27,0.11
33,Limnothrissa miodon,31,0.16
33,Limnothrissa miodon,36,0.28
33,Limnothrissa miodon,27,0.08
33,Limnothrissa miodon,29,0.12
33,Limnothrissa miodon,29,0.11
33,Limnothrissa miodon,27,0.09
33,Limnothrissa miodon,33,0.18
33,Limnothrissa miodon,34,0.21
33,Limnothrissa miodon,31,0.15
33,Limnothrissa miodon,29,0.1
33,Limnothrissa miodon,34,0.19
33,Limnothrissa miodon,39,0.33
33,Limnothrissa miodon,28,0.1
33,Limnothrissa miodon,32,0.16
33,Limnothrissa miodon,32,0.17
33,Limnothrissa miodon,30,0.15
33,Limnothrissa miodon,31,0.14
33,Limnothrissa miodon,28,0.11
33,Limnothrissa miodon,51,0.82
33,Limnothrissa miodon,32,0.14
33,Limnothrissa miodon,35,0.21
